0.20,400,40,400,0.3,56.568200000000004,53.544000000000004
0.20,400,40,400,0.4,55.729600000000005,61.238400000000006
0.20,400,40,400,0.5,57.1198,63.29480000000001
0.20,400,40,500,0.3,63.27119999999999,51.5638
0.20,400,40,500,0.4,55.729600000000005,61.238400000000006
0.20,400,40,500,0.5,57.1198,63.29480000000001
0.20,400,40,600,0.3,60.4942,51.5638
0.20,400,40,600,0.4,55.729600000000005,61.238400000000006
0.20,400,40,600,0.5,57.1198,63.29480000000001
0.20,400,50,400,0.3,61.2258,53.04
0.20,400,50,400,0.4,56.782599999999995,57.71079999999999
0.20,400,50,400,0.5,57.6268,57.77660000000001
0.20,400,50,500,0.3,64.16740000000001,53.1432
0.20,400,50,500,0.4,56.782599999999995,57.71079999999999
0.20,400,50,500,0.5,57.6268,57.77660000000001
0.20,400,50,600,0.3,61.4662,53.1432
0.20,400,50,600,0.4,56.782599999999995,57.71079999999999
0.20,400,50,600,0.5,57.6268,57.77660000000001
0.20,400,60,400,0.3,64.441,58.739799999999995
0.20,400,60,400,0.4,63.07620000000001,58.2362
0.20,400,60,400,0.5,56.284,55.8292
0.20,400,60,500,0.3,63.009800000000006,57.49720000000001
0.20,400,60,500,0.4,63.07620000000001,58.2362
0.20,400,60,500,0.5,56.284,55.8292
0.20,400,60,600,0.3,59.428000000000004,57.49720000000001
0.20,400,60,600,0.4,63.07620000000001,58.2362
0.20,400,60,600,0.5,56.284,55.8292
0.20,500,40,400,0.3,56.568200000000004,53.544000000000004
0.20,500,40,400,0.4,55.729600000000005,61.238400000000006
0.20,500,40,400,0.5,57.1198,63.29480000000001
0.20,500,40,500,0.3,63.27119999999999,51.5638
0.20,500,40,500,0.4,55.729600000000005,61.238400000000006
0.20,500,40,500,0.5,57.1198,63.29480000000001
0.20,500,40,600,0.3,60.4942,51.5638
0.20,500,40,600,0.4,55.729600000000005,61.238400000000006
0.20,500,40,600,0.5,57.1198,63.29480000000001
0.20,500,50,400,0.3,61.2258,53.04
0.20,500,50,400,0.4,56.782599999999995,57.71079999999999
0.20,500,50,400,0.5,57.6268,57.77660000000001
0.20,500,50,500,0.3,64.16740000000001,53.1432
0.20,500,50,500,0.4,56.782599999999995,57.71079999999999
0.20,500,50,500,0.5,57.6268,57.77660000000001
0.20,500,50,600,0.3,61.4662,53.1432
0.20,500,50,600,0.4,56.782599999999995,57.71079999999999
0.20,500,50,600,0.5,57.6268,57.77660000000001
0.20,500,60,400,0.3,64.441,58.739799999999995
0.20,500,60,400,0.4,63.07620000000001,58.2362
0.20,500,60,400,0.5,56.284,55.8292
0.20,500,60,500,0.3,63.009800000000006,57.49720000000001
0.20,500,60,500,0.4,63.07620000000001,58.2362
0.20,500,60,500,0.5,56.284,55.8292
0.20,500,60,600,0.3,59.428000000000004,57.49720000000001
0.20,500,60,600,0.4,63.07620000000001,58.2362
0.20,500,60,600,0.5,56.284,55.8292
0.20,600,40,400,0.3,56.568200000000004,53.544000000000004
0.20,600,40,400,0.4,55.729600000000005,61.238400000000006
0.20,600,40,400,0.5,57.1198,63.29480000000001
0.20,600,40,500,0.3,63.27119999999999,51.5638
0.20,600,40,500,0.4,55.729600000000005,61.238400000000006
0.20,600,40,500,0.5,57.1198,63.29480000000001
0.20,600,40,600,0.3,60.4942,51.5638
0.20,600,40,600,0.4,55.729600000000005,61.238400000000006
0.20,600,40,600,0.5,57.1198,63.29480000000001
0.20,600,50,400,0.3,61.2258,53.04
0.20,600,50,400,0.4,56.782599999999995,57.71079999999999
0.20,600,50,400,0.5,57.6268,57.77660000000001
0.20,600,50,500,0.3,64.16740000000001,53.1432
0.20,600,50,500,0.4,56.782599999999995,57.71079999999999
0.20,600,50,500,0.5,57.6268,57.77660000000001
0.20,600,50,600,0.3,61.4662,53.1432
0.20,600,50,600,0.4,56.782599999999995,57.71079999999999
0.20,600,50,600,0.5,57.6268,57.77660000000001
0.20,600,60,400,0.3,64.441,58.739799999999995
0.20,600,60,400,0.4,63.07620000000001,58.2362
0.20,600,60,400,0.5,56.284,55.8292
0.20,600,60,500,0.3,63.009800000000006,57.49720000000001
0.20,600,60,500,0.4,63.07620000000001,58.2362
0.20,600,60,500,0.5,56.284,55.8292
0.20,600,60,600,0.3,59.428000000000004,57.49720000000001
0.20,600,60,600,0.4,63.07620000000001,58.2362
0.20,600,60,600,0.5,56.284,55.8292
0.30,400,40,400,0.3,56.568200000000004,53.544000000000004
0.30,400,40,400,0.4,55.729600000000005,61.238400000000006
0.30,400,40,400,0.5,57.1198,63.29480000000001
0.30,400,40,500,0.3,63.27119999999999,51.5638
0.30,400,40,500,0.4,55.729600000000005,61.238400000000006
0.30,400,40,500,0.5,57.1198,63.29480000000001
0.30,400,40,600,0.3,60.4942,51.5638
0.30,400,40,600,0.4,55.729600000000005,61.238400000000006
0.30,400,40,600,0.5,57.1198,63.29480000000001
0.30,400,50,400,0.3,61.2258,53.04
0.30,400,50,400,0.4,56.782599999999995,57.71079999999999
0.30,400,50,400,0.5,57.6268,57.77660000000001
0.30,400,50,500,0.3,64.16740000000001,53.1432
0.30,400,50,500,0.4,56.782599999999995,57.71079999999999
0.30,400,50,500,0.5,57.6268,57.77660000000001
0.30,400,50,600,0.3,61.4662,53.1432
0.30,400,50,600,0.4,56.782599999999995,57.71079999999999
0.30,400,50,600,0.5,57.6268,57.77660000000001
0.30,400,60,400,0.3,64.441,58.739799999999995
0.30,400,60,400,0.4,63.07620000000001,58.2362
0.30,400,60,400,0.5,56.284,55.8292
0.30,400,60,500,0.3,63.009800000000006,57.49720000000001
0.30,400,60,500,0.4,63.07620000000001,58.2362
0.30,400,60,500,0.5,56.284,55.8292
0.30,400,60,600,0.3,59.428000000000004,57.49720000000001
0.30,400,60,600,0.4,63.07620000000001,58.2362
0.30,400,60,600,0.5,56.284,55.8292
0.30,500,40,400,0.3,61.44839999999999,54.54800000000001
0.30,500,40,400,0.4,55.729600000000005,60.37760000000001
0.30,500,40,400,0.5,55.58500000000001,60.1252
0.30,500,40,500,0.3,60.2236,57.70600000000001
0.30,500,40,500,0.4,55.729600000000005,60.37760000000001
0.30,500,40,500,0.5,55.58500000000001,60.1252
0.30,500,40,600,0.3,59.1102,57.70600000000001
0.30,500,40,600,0.4,55.729600000000005,60.37760000000001
0.30,500,40,600,0.5,55.58500000000001,60.1252
0.30,500,50,400,0.3,60.24040000000001,51.7976
0.30,500,50,400,0.4,52.53860000000002,56.0272
0.30,500,50,400,0.5,57.6916,59.59580000000001
